scan_timestamp_ct,date,asset_type,universe,rank,ticker,company_name,price,price_change_pct,signal,close,change_pct,rsi,puddle
2026-08-14T11:53:00-05:00,2026-08-14,ETF,ETF,14,AGG,iShares Core U.S. Aggregate Bond ETF,97.46,-0.23,Puddle,97.57,-0.12,51.78,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,ETF,ETF,30,BNDX,Vanguard Total International Bond ETF,47.72,-0.39,Puddle,47.78,-0.27,44.26,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,ETF,ETF,75,IUSB,iShares Core Total USD Bond Market ETF,45.49,-0.23,Puddle,45.53,-0.13,52.52,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,ETF,ETF,99,USHY,iShares Broad USD High Yield Corporate Bond ETF,36.87,-0.05,Puddle,36.87,-0.05,62.96,"2nd: MA60, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,"S&P500,NASDAQ100",S7/N7,AVGO,Broadcom Inc,393.49,-5.82,Puddle,398.61,-4.6,57.47,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,S&P500,12,LLY,Eli Lilly & Co,1179.89,-2.41,Puddle,1182.03,-2.23,47.56,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,"S&P500,NASDAQ100",S14/N12,WMT,Walmart Inc,115.26,-0.4,Puddle,114.96,-0.66,61.91,"2nd: MA60, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,"S&P500,NASDAQ100",S27/N19,LRCX,Lam Research Corp,328.56,-2.51,Puddle,332.55,-1.32,61.93,"2nd: MA60, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,"S&P500,NASDAQ100",S28/N20,AMAT,Applied Materials Inc,508.64,-4.85,Puddle,511.05,-4.39,49.03,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,"S&P500,NASDAQ100",S61/N33,TMUS,T-Mobile US Inc,182.24,-0.62,Puddle,182.32,-0.58,56.0,"2nd: MA60, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,S&P500,35,HD,Home Depot Inc/The,338.5,-0.94,Puddle,338.15,-1.04,51.34,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,NASDAQ100,50,INTU,Intuit Inc,345.93,-3.45,Puddle,346.54,-3.28,68.23,"3rd: MA120, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,S&P500,79,DE,Deere & Co,610.19,-0.36,Puddle,610.15,-0.36,42.62,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,NASDAQ100,88,FER,Ferrovial N.V. Ordinary Shares,64.35,-0.26,Puddle,64.29,-0.34,54.41,"1st: MA20, 10% cash"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,NASDAQ100,92,IDXX,Idexx Laboratories Inc,553.59,-2.35,Puddle,556.0,-1.93,54.62,"2nd: MA60, 50% cash, 5d"
2026-08-14T11:53:00-05:00,2026-08-14,Stock,NASDAQ100,97,MSTR,Strategy Inc Common Stock Class A,94.66,-2.51,Puddle,92.31,-4.93,41.24,"1st: MA20, 10% cash"
