scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,AGG,Puddle,98.64,-0.28,39.74,"3rd: MA120, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,BND,Puddle,73.15,-0.3,40.25,"3rd: MA120, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,EWZ,Puddle,38.35,-0.8,33.28,"2nd: MA60, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,GLD,Puddle,430.36,-0.99,46.03,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,IJR,Puddle,135.71,-1.19,50.32,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,LQD,Puddle,108.54,-0.36,40.53,"3rd: MA120, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,SHY,Puddle,82.17,-0.06,44.09,"2nd: MA60, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,VGK,Puddle,87.04,-0.89,49.65,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,ETF,ETF,XLY,Puddle,118.07,-1.09,46.19,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,NASDAQ100,FER,Puddle,68.7,-1.93,45.21,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,NASDAQ100,XEL,Puddle,79.98,-0.77,57.32,"2nd: MA60, 50% cash, 5d"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,S&P500,ETN,Puddle,401.59,-4.16,46.01,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,S&P500,GEV,Puddle,1063.37,-0.9,40.18,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,"S&P500,NASDAQ100",AVGO,Puddle,414.06,-3.35,46.22,"1st: MA20, 10% cash"
2026-05-12T19:54:00+00:00,2026-05-12,Stock,"S&P500,NASDAQ100",KLAC,Puddle,1766.22,-4.28,46.83,"1st: MA20, 10% cash"
