scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T20:55:00+00:00,2026-04-30,Stock,S&P500,MRK,RSI & Puddle,109.18,-1.6,25.92,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,NASDAQ100,CPRT,Puddle,33.11,-0.66,56.32,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,NASDAQ100,DASH,Puddle,168.65,-0.4,63.49,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,NASDAQ100,INTU,Puddle,388.5,-1.67,63.95,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,NASDAQ100,PAYX,Puddle,92.63,-1.51,68.68,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,NASDAQ100,ZS,Puddle,130.68,-3.01,63.86,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,S&P500,CRM,Puddle,176.53,-2.59,60.12,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,S&P500,MA,Puddle,502.92,-4.25,52.38,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,S&P500,ORCL,Puddle,161.39,-1.49,64.19,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,"S&P500,NASDAQ100",BKNG,Puddle,168.36,-3.23,45.16,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,"S&P500,NASDAQ100",CRWD,Puddle,445.75,-1.47,74.66,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,"S&P500,NASDAQ100",KLAC,Puddle,1750.35,-3.63,51.17,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,"S&P500,NASDAQ100",LIN,Puddle,501.14,-0.71,48.33,"1st: MA20, 10% cash"
2026-05-12T20:55:00+00:00,2026-04-30,Stock,"S&P500,NASDAQ100",META,Puddle,611.91,-8.55,45.18,"3rd: MA120, 50% cash, 5d"
