scan_timestamp_ct,date,asset_type,universe,rank,ticker,company_name,price,price_change_pct,signal,close,change_pct,rsi,puddle
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S19/N15,INTC,Intel Corp,103.12,-6.11,RSI & Puddle,103.09,-6.15,23.42,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S56/N29,MRVL,Marvell Technology,219.19,-7.05,RSI & Puddle,219.14,-7.07,27.04,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,5,QQQ,Invesco QQQ Trust Series I,712.95,-1.73,Puddle,712.89,-1.74,41.59,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,6,VEA,Vanguard FTSE Developed Markets ETF,69.83,-1.64,Puddle,69.82,-1.65,37.51,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,8,IEFA,iShares Core MSCI EAFE ETF,96.21,-1.03,Puddle,96.21,-1.04,44.66,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,12,IEMG,iShares Core MSCI Emerging Markets ETF,78.62,-3.31,Puddle,78.62,-3.32,31.12,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,13,VXUS,Vanguard Total International Stock ETF,83.88,-1.71,Puddle,83.86,-1.73,36.42,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,15,IWF,iShares Russell 1000 Growth ETF,121.9,-1.65,Puddle,121.91,-1.65,50.36,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,16,VWO,Vanguard FTSE Emerging Markets ETF,58.88,-1.69,Puddle,58.88,-1.69,36.37,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,17,VGT,Vanguard Information Technology ETF,115.84,-1.9,Puddle,115.82,-1.91,41.68,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,21,IJR,iShares Core S&P Small-Cap ETF,144.8,-0.52,Puddle,144.8,-0.52,55.48,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,23,XLK,State Street Technology Select Sector SPDR ETF,181.7,-2.2,Puddle,181.7,-2.2,39.85,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,28,EFA,iShares MSCI EAFE ETF,103.29,-0.99,Puddle,103.3,-0.99,44.9,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,32,VB,Vanguard Small Cap ETF,296.08,-0.69,Puddle,296.05,-0.7,47.77,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,34,QQQM,Invesco NASDAQ 100 ETF,293.5,-1.75,Puddle,293.54,-1.73,41.4,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,37,VT,Vanguard Total World Stock ETF,155.93,-1.08,Puddle,155.92,-1.08,44.82,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,40,VEU,Vanguard FTSE All-World ex-US Index Fund,82.07,-1.71,Puddle,82.06,-1.72,36.44,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,41,SCHF,Schwab International Equity ETF,27.07,-1.74,Puddle,27.07,-1.74,35.61,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,42,IXUS,iShares Core MSCI Total International Stock ETF,93.67,-1.7,Puddle,93.65,-1.71,36.47,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,44,IBIT,iShares Bitcoin Trust ETF,35.21,-2.82,Puddle,35.22,-2.79,43.8,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,60,MUB,iShares National Muni Bond ETF,106.87,-0.13,Puddle,106.87,-0.13,38.81,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,62,VTEB,Vanguard Tax-Exempt Bond ETF,50.28,-0.12,Puddle,50.28,-0.12,40.91,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,69,SPDW,State Street SPDR Portfolio Developed World ex-US ETF,49.47,-1.64,Puddle,49.47,-1.63,38.45,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,70,VONG,Vanguard Russell 1000 Growth ETF,125.53,-1.6,Puddle,125.53,-1.6,50.55,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,77,JEPQ,JPMorgan NASDAQ Equity Premium Income ETF,59.64,-1.44,Puddle,59.65,-1.42,41.85,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,82,VGK,Vanguard FTSE Europe ETF,87.89,-0.77,Puddle,87.9,-0.76,48.27,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,85,XLI,State Street Industrial Select Sector SPDR ETF,179.89,-1.12,Puddle,179.94,-1.09,46.82,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,89,IDEV,iShares Core MSCI International Developed Markets ETF,88.8,-0.92,Puddle,88.8,-0.91,45.35,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,90,TQQQ,ProShares UltraPro QQQ,72.93,-5.33,Puddle,72.96,-5.28,39.77,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,92,EEM,iShares MSCI Emerging Markets ETF,64.6,-3.44,Puddle,64.61,-3.42,30.26,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,93,ACWI,iShares MSCI ACWI ETF,155.99,-1.07,Puddle,156.04,-1.04,44.88,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,ETF,ETF,98,VXF,Vanguard Extended Market ETF,239.15,-0.95,Puddle,239.15,-0.95,46.8,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S1/N1,NVDA,NVIDIA Corp,205.19,-2.74,Puddle,205.17,-2.74,46.75,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S9/N10,TSLA,Tesla Inc,393.81,-3.42,Puddle,393.94,-3.39,47.1,"3rd: MA120, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S45/N24,TXN,Texas Instruments Inc,300.0,-3.68,Puddle,300.1,-3.65,37.87,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S50/N27,LIN,Linde PLC,523.44,-1.2,Puddle,523.44,-1.2,53.62,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,S&P500,33,MS,Morgan Stanley,218.86,-1.54,Puddle,218.86,-1.54,40.88,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,S&P500,35,HD,Home Depot Inc/The,336.64,-1.94,Puddle,336.63,-1.94,56.7,"3rd: MA120, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S81/N39,APP,AppLovin Corp,445.79,-12.07,Puddle,445.8,-12.07,45.99,"3rd: MA120, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S89/N41,BKNG,Booking Holdings Inc,176.42,-1.1,Puddle,176.4,-1.12,58.34,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,S&P500,42,GEV,GE Vernova Inc,1045.27,-4.24,Puddle,1045.09,-4.26,42.66,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,"S&P500,NASDAQ100",S98/N43,VRTX,Vertex Pharmaceuticals Inc,477.55,-1.62,Puddle,477.55,-1.62,54.46,"1st: MA20, 10% cash"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,NASDAQ100,48,MAR,Marriott International Class A Common Stock,365.96,-2.7,Puddle,365.96,-2.7,34.36,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,NASDAQ100,64,NXPI,NXP Semiconductors N.V.,281.07,-3.83,Puddle,281.07,-3.83,31.15,"2nd: MA60, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,NASDAQ100,71,MPWR,"Monolithic Power Systems, Inc.",1286.41,-4.9,Puddle,1286.48,-4.9,32.97,"3rd: MA120, 50% cash, 5d"
2026-07-13T11:34:00-05:00,2026-07-13,Stock,NASDAQ100,72,ALAB,"Astera Labs, Inc. Common Stock",354.31,-14.2,Puddle,354.65,-14.12,39.24,"1st: MA20, 10% cash"
