scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,EA,RSI & Puddle,201.57,-0.12,29.07,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,AXON,Puddle,380.6,-3.34,35.83,"1st: MA20, 10% cash"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,DASH,Puddle,166.14,-3.73,35.96,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,PYPL,Puddle,46.49,-7.74,37.38,"1st: MA20, 10% cash"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,SHOP,Puddle,107.63,-15.62,31.73,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,NASDAQ100,TTWO,Puddle,223.11,-0.92,61.61,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,S&P500,APH,Puddle,136.69,-3.08,35.45,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,S&P500,AXP,Puddle,315.95,-1.02,38.19,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,S&P500,BX,Puddle,122.72,-0.3,37.84,"1st: MA20, 10% cash"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,S&P500,UBER,Puddle,72.95,-1.33,31.38,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,S&P500,V,Puddle,322.03,-1.47,55.76,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,"S&P500,NASDAQ100",NVDA,Puddle,196.5,-1.0,47.58,"1st: MA20, 10% cash"
2026-05-12T20:58:00+00:00,2026-05-05,Stock,"S&P500,NASDAQ100",PLTR,Puddle,135.91,-6.93,43.41,"2nd: MA60, 50% cash, 5d"
