scan_timestamp_ct,date,asset_type,universe,rank,ticker,company_name,price,price_change_pct,signal,close,change_pct,rsi,puddle
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,23,ARM,Arm Holdings plc American Depositary Shares,277.06,-7.33,RSI & Puddle,281.68,-5.79,28.22,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,ETF,ETF,71,XLE,State Street Energy Select Sector SPDR ETF,56.64,-0.18,Puddle,56.55,-0.33,62.22,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,12,LLY,Eli Lilly & Co,1154.32,-2.33,Puddle,1151.37,-2.58,56.94,"1st: MA20, 10% cash"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,"S&P500,NASDAQ100",S55/N29,TMUS,T-Mobile US Inc,187.77,-0.34,Puddle,186.65,-0.93,51.99,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,34,PG,Procter & Gamble Co/The,146.06,-1.56,Puddle,146.19,-1.47,41.52,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,"S&P500,NASDAQ100",S74/N38,GILD,Gilead Sciences Inc,130.32,-0.83,Puddle,130.21,-0.91,58.49,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,40,MRK,Merck & Co Inc,120.92,-2.51,Puddle,120.87,-2.55,52.0,"1st: MA20, 10% cash"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,54,IBM,International Business Machines Corp,219.65,-24.32,Puddle,217.2,-25.16,33.96,"3rd: MA120, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,60,MDLZ,"Mondelez International, Inc. Class A",58.99,-1.46,Puddle,58.95,-1.52,42.89,"3rd: MA120, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,77,FAST,Fastenal Co,45.78,-2.71,Puddle,44.77,-4.85,45.28,"3rd: MA120, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,79,ABT,Abbott Laboratories,89.52,-2.81,Puddle,89.36,-2.99,46.86,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,S&P500,82,UBER,Uber Technologies Inc,72.84,-1.91,Puddle,72.58,-2.26,56.17,"3rd: MA120, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,87,TTWO,Take-Two Interactive Software Inc,238.69,-2.22,Puddle,240.9,-1.31,48.23,"1st: MA20, 10% cash"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,91,IDXX,Idexx Laboratories Inc,550.85,-2.37,Puddle,549.68,-2.58,53.39,"2nd: MA60, 50% cash, 5d"
2026-07-14T11:15:00-05:00,2026-07-14,Stock,NASDAQ100,102,GEHC,GE HealthCare Technologies Inc. Common Stock,61.2,-6.29,Puddle,62.07,-4.96,41.92,"2nd: MA60, 50% cash, 5d"
