scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T20:59:00+00:00,2026-05-06,ETF,ETF,XLE,Puddle,57.0,-4.12,52.01,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,ETF,ETF,XLU,Puddle,45.71,-1.42,44.43,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,ADBE,Puddle,250.17,-2.13,51.45,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,ADP,Puddle,207.2,-1.61,58.57,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,AEP,Puddle,131.6,-3.27,45.17,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,EXC,Puddle,45.02,-2.51,31.19,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,INTU,Puddle,388.55,-2.45,50.58,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,PAYX,Puddle,91.38,-1.58,47.35,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,ROP,Puddle,350.26,-1.77,35.09,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,TRI,Puddle,91.75,-3.89,47.33,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,NASDAQ100,VRSK,Puddle,170.94,-5.27,42.06,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,ABBV,Puddle,205.03,-0.52,44.88,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,ANET,Puddle,147.06,-13.61,40.17,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,C,Puddle,127.6,-0.32,46.54,"1st: MA20, 10% cash"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,COP,Puddle,118.02,-3.59,46.28,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,CRM,Puddle,181.19,-3.1,49.97,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,CVX,Puddle,185.16,-3.88,45.44,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,T,Puddle,25.57,-1.27,40.46,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,S&P500,XOM,Puddle,148.69,-4.0,44.27,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,"S&P500,NASDAQ100",COST,Puddle,995.75,-2.03,54.84,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:59:00+00:00,2026-05-06,Stock,"S&P500,NASDAQ100",TMUS,Puddle,193.16,-0.59,45.93,"1st: MA20, 10% cash"
