scan_timestamp_utc,date,asset_type,universe,rank,ticker,company_name,signal,close,change_pct,rsi,puddle
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,8,IEFA,iShares Core MSCI EAFE ETF,Puddle,94.28,-0.4,43.25,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,10,AGG,iShares Core U.S. Aggregate Bond ETF,Puddle,99.07,-0.04,49.37,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,11,BND,Vanguard Total Bond Market ETF,Puddle,73.48,-0.03,50.0,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,19,GLD,SPDR Gold Shares,Puddle,421.91,-1.86,40.49,"3rd: MA120, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,35,XLB,Materials Select Sector SPDR Fund,Puddle,51.4,-0.73,44.9,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,51,ARKK,ARK Innovation ETF,Puddle,75.45,-1.44,62.78,"3rd: MA120, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,52,EFA,iShares MSCI EAFE ETF,Puddle,100.96,-0.41,43.14,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,54,EWJ,iShares MSCI Japan ETF,Puddle,87.56,-0.14,39.85,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,56,FXI,iShares China Large-Cap ETF,Puddle,36.25,-0.55,48.64,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,57,VGK,Vanguard FTSE Europe ETF,Puddle,86.16,-0.45,46.46,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,58,GDX,VanEck Gold Miners ETF,Puddle,88.54,-4.37,33.17,"3rd: MA120, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,ETF,ETF,59,SLV,iShares Silver Trust,Puddle,66.2,-3.12,47.03,"3rd: MA120, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,NASDAQ100,15,ASML,ASML Holding,Puddle,1384.56,-3.34,46.19,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,"S&P500,NASDAQ100",21,COST,Costco Wholesale Corp,Puddle,992.56,-0.4,35.75,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,"S&P500,NASDAQ100",28,LRCX,Lam Research Corp,Puddle,251.23,-3.18,52.54,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,"S&P500,NASDAQ100",32,AMAT,Applied Materials Inc,Puddle,381.11,-5.87,47.63,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,"S&P500,NASDAQ100",34,PLTR,Palantir Technologies Inc,Puddle,141.18,-1.34,50.4,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,NASDAQ100,47,IDXX,Idexx Laboratories,Puddle,568.3,-1.16,42.2,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,50,AXP,American Express Co,Puddle,315.9,-0.92,49.65,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,59,DIS,Walt Disney Co/The,Puddle,101.47,-0.86,58.04,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,NASDAQ100,59,MELI,Mercado Libre,Puddle,1791.99,-2.57,52.11,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,65,GLW,Corning Inc,Puddle,153.05,-8.9,39.09,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,70,TJX,TJX Cos Inc/The,Puddle,157.2,-0.18,39.1,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,NASDAQ100,73,PCAR,Paccar,Puddle,119.61,-5.97,40.65,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,NASDAQ100,86,SHOP,Shopify,Puddle,122.05,-1.75,51.86,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,90,NEM,Newmont Corp,Puddle,109.9,-5.32,41.86,"2nd: MA60, 50% cash, 5d"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,91,LOW,Lowe's Cos Inc,Puddle,240.32,-0.92,47.48,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,S&P500,92,SPGI,S&P Global Inc,Puddle,433.47,-0.86,47.85,"1st: MA20, 10% cash"
2026-05-12T22:14:00+00:00,2026-04-28,Stock,"S&P500,NASDAQ100",93,BKNG,Booking Holdings Inc,Puddle,173.38,-2.33,42.95,"2nd: MA60, 50% cash, 5d"
