scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,AGG,Puddle,99.11,-0.15,55.21,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,BND,Puddle,73.5,-0.16,54.3,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,EWZ,Puddle,39.89,-0.13,63.22,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,IEF,Puddle,95.03,-0.23,51.52,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,LQD,Puddle,108.86,-0.28,52.76,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,SLV,Puddle,68.33,-0.67,55.75,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,ETF,ETF,TLT,Puddle,85.96,-0.5,46.09,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,ADBE,Puddle,239.31,-2.5,49.56,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,ADSK,Puddle,235.03,-1.01,50.04,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,CTAS,Puddle,174.04,-1.06,59.03,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,FER,Puddle,67.72,-1.98,54.79,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,MDLZ,Puddle,57.42,-0.33,49.46,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,MNST,Puddle,76.86,-1.75,66.25,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,ORLY,Puddle,91.97,-1.25,52.58,"2nd: MA60, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,REGN,Puddle,744.44,-0.95,42.96,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,NASDAQ100,WBD,Puddle,26.82,-0.92,34.97,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,S&P500,BX,Puddle,119.26,-1.05,60.23,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,S&P500,HD,Puddle,332.3,-1.07,59.97,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,S&P500,KO,Puddle,75.44,-1.55,47.68,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,S&P500,PM,Puddle,160.9,-2.01,53.9,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,S&P500,T,Puddle,25.52,-2.6,30.81,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,"S&P500,NASDAQ100",AMGN,Puddle,340.18,-1.27,50.16,"3rd: MA120, 50% cash, 5d"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,"S&P500,NASDAQ100",BKNG,Puddle,177.52,-1.51,53.58,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,"S&P500,NASDAQ100",COST,Puddle,996.56,-1.3,44.58,"1st: MA20, 10% cash"
2026-05-12T20:54:00+00:00,2026-04-27,Stock,"S&P500,NASDAQ100",ISRG,Puddle,470.99,-2.33,56.95,"2nd: MA60, 50% cash, 5d"
