scan_timestamp_utc,date,asset_type,universe,ticker,signal,close,change_pct,rsi,puddle
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,DASH,RSI & Puddle,163.93,-4.33,24.47,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,MELI,RSI & Puddle,1632.52,-12.7,29.88,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,PYPL,RSI & Puddle,45.37,-1.84,23.36,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,APH,RSI & Puddle,128.03,-6.29,20.33,"4th: MA200, RSI<=30, 100% cash, 40d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,PFE,RSI & Puddle,25.68,-1.42,29.38,"3rd: MA120, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,SPGI,RSI & Puddle,420.12,-2.0,25.59,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,ETF,ETF,USO,Puddle,133.59,-1.02,59.79,"1st: MA20, 10% cash"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,IDXX,Puddle,560.11,-2.11,41.16,"1st: MA20, 10% cash"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,ORLY,Puddle,92.96,-1.71,50.33,"3rd: MA120, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,PDD,Puddle,98.78,-2.69,39.26,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,ROP,Puddle,343.32,-2.59,32.45,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,TRI,Puddle,92.94,-0.46,46.03,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,NASDAQ100,XEL,Puddle,79.39,-1.29,46.46,"1st: MA20, 10% cash"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,BAC,Puddle,51.31,-2.73,34.06,"3rd: MA120, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,C,Puddle,125.55,-2.74,30.54,"1st: MA20, 10% cash"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,CRM,Puddle,181.82,-2.43,46.21,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,JPM,Puddle,302.1,-1.36,33.11,"3rd: MA120, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,S&P500,LLY,Puddle,948.45,-2.72,54.84,"2nd: MA60, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,"S&P500,NASDAQ100",GILD,Puddle,131.33,-2.04,40.53,"3rd: MA120, 50% cash, 5d"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,"S&P500,NASDAQ100",MSFT,Puddle,415.12,-1.34,48.39,"1st: MA20, 10% cash"
2026-05-12T21:01:00+00:00,2026-05-08,Stock,"S&P500,NASDAQ100",PEP,Puddle,154.62,-1.07,44.18,"1st: MA20, 10% cash"
